"Site","SC.Category","SC.Level","Sample.Date","Fraction","Replicate","Order","Family","Genus","Abundance","Density","Biomass","Biomass.Area.Corrected","Unique_ID"
"HUR","MID","387","10/20/23","> 1",5,"Odonata","Aeshnidae","Boyeria",0,0,0,0,"Boyeria_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Plecoptera","Capniidae","Capniidae",0,0,0,0,"Capniidae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0,"Cernotina_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Megaloptera","Corydalidae","Chauloides",0,0,0,0,"Chauloides_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Empididae","Chelifera",0,0,0,0,"Chelifera_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0,"Cheumatopsyche_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Chironomidae","Chironomidae",0,0,0,0,"Chironomidae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Chironomidae","Chironomini",0,0,0,0,"Chironomini_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Hexapoda","Collembola","Collembola",0,0,0,0,"Collembola_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0,"Cyrnellus_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Pediciidae","Dicranota",0,0,0,0,"Dicranota_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Hydropsychidae","Diplectrona",1,10.76426265,0.332274866,3.57669392961755,"Diplectrona_3.57669392961755_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Dixidae","Dixa",0,0,0,0,"Dixa_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Dixidae","Dixella",0,0,0,0,"Dixella_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Philopotamidae","Dolophilodes",0,0,0,0,"Dolophilodes_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Psephenidae","Ectopria",0,0,0,0,"Ectopria_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0,"Ephemera_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0,"Eurylophella_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0,"Glossosoma_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Goeridae","Goera",0,0,0,0,"Goera_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Odonata","Gomphidae","Gomphurus",0,0,0,0,"Gomphurus_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0,"Gyrinus_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0,"Heptageniidae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Odonata","Calopterygidae","Hetaerina",0,0,0,0,"Hetaerina_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Limoniidae","Hexatoma",1,10.76426265,0.412615707,4.44150384366344,"Hexatoma_4.44150384366344_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0,"Hydrachnia_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0,"Hydropsyche_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Plecoptera","Perlodidae","Isoperla",0,0,0,0,"Isoperla_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Lepidoptera","Crambidae","Langessa",0,0,0,0,"Langessa_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0,"Leptophlebiidae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Plecoptera","Leuctridae","Leuctra",0,0,0,0,"Leuctra_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0,"Leuctridae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Hemiptera","Veliidae","Microvelia",0,0,0,0,"Microvelia_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Limoniidae","Molophilus",0,0,0,0,"Molophilus_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Elmidae","Optioservus(A)",0,0,0,0,"Optioservus(A)_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Elmidae","Optioservus(L)",0,0,0,0,"Optioservus(L)_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Empididae","Oreogeton",0,0,0,0,"Oreogeton_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Chironominae","Orthocladine",7,75.34983854,0.400574245,30.1832046840324,"Orthocladine_30.1832046840324_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Elmidae","Oulimnius(A)",2,21.5285253,0.12774,2.750053821822,"Oulimnius(A)_2.750053821822_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0,"Oulimnius(L)_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Plecoptera","Capniidae","Paracapnia",0,0,0,0,"Paracapnia_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0,"Paraleptophlebiidae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0,"Polycentropodidae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Polycentropus",0,0,0,0,"Polycentropus_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Ceratopogonidae","Probezzia",1,10.76426265,0.090916234,0.97864622192486,"Probezzia_0.97864622192486_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Psephenidae","Psephenus",0,0,0,0,"Psephenus_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Pupa","Pupa",0,0,0,0,"Pupa_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Pupa","Pupa",0,0,0,0,"Pupa_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Chironomidae","Pupa",0,0,0,0,"Pupa_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0,"Rhagovelia_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Rhyacophilidae","Rhyacophila",0,0,0,0,"Rhyacophila_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Plecoptera","Nemouridae","Prostoia",0,0,0,0,"Prostoia_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Megaloptera","Sialidae","Sialis",1,10.76426265,1.049341255,11.2953848783006,"Sialis_11.2953848783006_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0,"Stagnicola_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0,"Stenelmis (A)_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0,"Stenelmis (L)_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Ephemeroptera","Heptageniidae","Stenonema",0,0,0,0,"Stenonema_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Odonata","Gomphidae","Stylogomphus",0,0,0,0,"Stylogomphus_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Plecoptera","Taeniopterygidae","Taeniopteryx",0,0,0,0,"Taeniopteryx_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Tanypodinae","Tanypodinae",0,0,0,0,"Tanypodinae_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Chironominae","Tanytarsini",7,75.34983854,0.058542513,4.41116890227585,"Tanytarsini_4.41116890227585_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Diptera","Tipulidae","Tipula",5,53.82131324,5.714685468,307.571876641304,"Tipula_307.571876641304_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0,"Triacanthagyna_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Trichoptera","Philopotamidae","Wormaldia",0,0,0,0,"Wormaldia_0_HUR_MID_387"
"HUR","MID","387","10/20/23","> 1",5,"Odonata","Cordulegastridae","Zoraena",0,0,0,0,"Zoraena_0_HUR_MID_387"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0,"Acerpenna_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Perlidae","Acroneuria",0,0,0,0,"Acroneuria_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Adult","Adult",0,0,0,0,"Adult_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Adult","Adult",0,0,0,0,"Adult_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Stratiomyidae","Allognasta",0,0,0,0,"Allognasta_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Chloroperlidae","Alloperla",0,0,0,0,"Alloperla_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Limoniidae","Antocha",0,0,0,0,"Antocha_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Athericidae","Atherix",0,0,0,0,"Atherix_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Baetidae","Baetis",0,0,0,0,"Baetis_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0,"Baetisca_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Odonata","Aeshnidae","Boyeria",0,0,0,0,"Boyeria_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Capniidae","Capniidae",0,0,0,0,"Capniidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0,"Cernotina_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Megaloptera","Corydalidae","Chauloides",0,0,0,0,"Chauloides_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Empididae","Chelifera",0,0,0,0,"Chelifera_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Hydropsychidae","Cheumatopsyche",0,0,0,0,"Cheumatopsyche_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Chironomidae","Chironomidae",0,0,0,0,"Chironomidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Chironomidae","Chironomini",0,0,0,0,"Chironomini_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Circulionidae","Circulionidae",0,0,0,0,"Circulionidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Hexapoda","Collembola","Collembola",0,0,0,0,"Collembola_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0,"Cyrnellus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Pediciidae","Dicranota",0,0,0,0,"Dicranota_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Hydropsychidae","Diplectrona",1,10.76426265,0.185179649,1.99332237927081,"Diplectrona_1.99332237927081_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Ephydridae","Discocerina",0,0,0,0,"Discocerina_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Dixidae","Dixa",0,0,0,0,"Dixa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Dixidae","Dixella",0,0,0,0,"Dixella_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Philopotamidae","Dolophilodes",0,0,0,0,"Dolophilodes_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Psephenidae","Ectopria",0,0,0,0,"Ectopria_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Tipulidae","Eloeophila",0,0,0,0,"Eloeophila_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0,"Ephemera_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0,"Eurylophella_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0,"Glossosoma_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Goeridae","Goera",0,0,0,0,"Goera_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Odonata","Gomphidae","Gomphurus",0,0,0,0,"Gomphurus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0,"Gyrinus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0,"Heptageniidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Odonata","Calopterygidae","Hetaerina",0,0,0,0,"Hetaerina_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Limoniidae","Hexatoma",0,0,0,0,"Hexatoma_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0,"Hydrachnia_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0,"Hydropsyche_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Perlodidae","Isoperla",0,0,0,0,"Isoperla_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Lepidoptera","Crambidae","Langessa",0,0,0,0,"Langessa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0,"Leptophlebiidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Leuctridae","Leuctra",0,0,0,0,"Leuctra_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0,"Leuctridae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Psychomyiidae","Lypodiversa",0,0,0,0,"Lypodiversa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Hemiptera","Veliidae","Microvelia",0,0,0,0,"Microvelia_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Limoniidae","Molophilus",0,0,0,0,"Molophilus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Elmidae","Optioservus(A)",0,0,0,0,"Optioservus(A)_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Elmidae","Optioservus(L)",0,0,0,0,"Optioservus(L)_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Empididae","Oreogeton",0,0,0,0,"Oreogeton_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Chironominae","Orthocladine",0,0,0,0,"Orthocladine_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0,"Oulimnius(A)_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0,"Oulimnius(L)_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Capniidae","Paracapnia",0,0,0,0,"Paracapnia_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0,"Paraleptophlebiidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0,"Polycentropodidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Polycentropodidae","Polycentropus",0,0,0,0,"Polycentropus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Ceratopogonidae","Probezzia",0,0,0,0,"Probezzia_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Psephenidae","Psephenus",0,0,0,0,"Psephenus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Tipulidae","Pseudolimnophila",0,0,0,0,"Pseudolimnophila_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Pupa","Pupa",0,0,0,0,"Pupa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Pupa","Pupa",0,0,0,0,"Pupa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Chironomidae","Pupa",0,0,0,0,"Pupa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Hemiptera","Veliidae","Rhagovelia",1,10.76426265,0.389940809,4.19742528602948,"Rhagovelia_4.19742528602948_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Rhyacophilidae","Rhyacophila",0,0,0,0,"Rhyacophila_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Nemouridae","Prostoia",0,0,0,0,"Prostoia_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Megaloptera","Sialidae","Sialis",0,0,0,0,"Sialis_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0,"Stagnicola_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0,"Stenelmis (A)_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0,"Stenelmis (L)_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Ephemeroptera","Heptageniidae","Stenonema",0,0,0,0,"Stenonema_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Odonata","Gomphidae","Stylogomphus",0,0,0,0,"Stylogomphus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Plecoptera","Taeniopterygidae","Taeniopteryx",0,0,0,0,"Taeniopteryx_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Tanypodinae","Tanypodinae",0,0,0,0,"Tanypodinae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Chironominae","Tanytarsini",0,0,0,0,"Tanytarsini_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Diptera","Tipulidae","Tipula",0,0,0,0,"Tipula_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0,"Triacanthagyna_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Trichoptera","Philopotamidae","Wormaldia",0,0,0,0,"Wormaldia_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",1,"Odonata","Cordulegastridae","Zoraena",0,0,0,0,"Zoraena_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0,"Acerpenna_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Plecoptera","Perlidae","Acroneuria",1,10.76426265,1.575942758,16.9638617684774,"Acroneuria_16.9638617684774_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Plecoptera","Adult","Adult",0,0,0,0,"Adult_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Adult","Adult",0,0,0,0,"Adult_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Stratiomyidae","Allognasta",0,0,0,0,"Allognasta_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Plecoptera","Chloroperlidae","Alloperla",0,0,0,0,"Alloperla_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Limoniidae","Antocha",0,0,0,0,"Antocha_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Athericidae","Atherix",0,0,0,0,"Atherix_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Ephemeroptera","Baetidae","Baetis",0,0,0,0,"Baetis_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0,"Baetisca_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Odonata","Aeshnidae","Boyeria",0,0,0,0,"Boyeria_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Plecoptera","Capniidae","Capniidae",17,182.992465,0.537396203,98.3394558686104,"Capniidae_98.3394558686104_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0,"Cernotina_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Megaloptera","Corydalidae","Chauloides",0,0,0,0,"Chauloides_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Empididae","Chelifera",0,0,0,0,"Chelifera_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Hydropsychidae","Cheumatopsyche",2,21.5285253,0.190079649,4.09213453251162,"Cheumatopsyche_4.09213453251162_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Chironomidae","Chironomidae",0,0,0,0,"Chironomidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Chironomidae","Chironomini",0,0,0,0,"Chironomini_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Coleoptera","Circulionidae","Circulionidae",1,10.76426265,0,0,"Circulionidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Hexapoda","Collembola","Collembola",0,0,0,0,"Collembola_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0,"Cyrnellus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Pediciidae","Dicranota",0,0,0,0,"Dicranota_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Hydropsychidae","Diplectrona",0,0,0,0,"Diplectrona_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Ephydridae","Discocerina",1,10.76426265,0.016304009,0.175500635123964,"Discocerina_0.175500635123964_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Dixidae","Dixa",0,0,0,0,"Dixa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Dixidae","Dixella",0,0,0,0,"Dixella_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Philopotamidae","Dolophilodes",0,0,0,0,"Dolophilodes_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Coleoptera","Psephenidae","Ectopria",0,0,0,0,"Ectopria_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Tipulidae","Eloeophila",3,32.29278794,0.649878885,20.9864010199886,"Eloeophila_20.9864010199886_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0,"Ephemera_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0,"Eurylophella_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0,"Glossosoma_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Goeridae","Goera",0,0,0,0,"Goera_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Odonata","Gomphidae","Gomphurus",0,0,0,0,"Gomphurus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0,"Gyrinus_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0,"Heptageniidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Odonata","Calopterygidae","Hetaerina",0,0,0,0,"Hetaerina_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Diptera","Limoniidae","Hexatoma",0,0,0,0,"Hexatoma_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0,"Hydrachnia_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0,"Hydropsyche_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Plecoptera","Perlodidae","Isoperla",0,0,0,0,"Isoperla_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Lepidoptera","Crambidae","Langessa",0,0,0,0,"Langessa_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0,"Leptophlebiidae_0_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Plecoptera","Leuctridae","Leuctra",2,21.5285253,0.115748644,2.49189761079469,"Leuctra_2.49189761079469_RUT_MID_594"
"RUT","MID","594","10/21/23","> 1",2,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0,"Leuctridae_0_RUT_MID_594"
